#linkID, startTime
p16, 2019-05-15 09:05
p16, 2019-08-13 10:00
p16, 2019-08-26 10:50
p16, 2019-08-26 11:05
p16, 2019-08-26 16:50
p16, 2019-08-26 18:35
p16, 2019-09-09 10:15
p16, 2019-09-11 01:25
p16, 2019-09-21 17:35
p16, 2019-10-05 09:15
p16, 2019-10-20 02:00
p16, 2019-10-29 19:50
p16, 2019-11-06 11:20
p16, 2019-11-11 11:45
p16, 2019-11-19 13:50
p16, 2019-11-25 11:20
p16, 2019-11-25 13:15
p16, 2019-11-26 04:55
p16, 2019-12-02 11:45
p16, 2019-12-08 10:25
p16, 2019-12-10 18:20
p16, 2019-12-15 17:50
p16, 2019-12-27 12:10
p289, 2019-10-27 09:25
p289, 2019-10-31 10:15
p289, 2019-11-11 08:35
p289, 2019-11-24 10:40
p289, 2019-12-02 08:35
p289, 2019-12-08 10:35
p289, 2019-12-15 13:35
p345, 2019-12-11 11:50
p345, 2019-12-19 23:05
p345, 2019-12-28 03:20
PRV-2, 2019-09-21 07:10
PRV-2, 2019-09-25 10:10
PRV-2, 2019-09-27 09:55
PRV-2, 2019-09-30 09:45
PRV-2, 2019-10-27 16:05
PRV-2, 2019-10-29 13:05
PRV-2, 2019-10-31 22:55
PRV-2, 2019-11-03 10:30
PRV-2, 2019-11-09 22:50
PRV-2, 2019-11-13 01:45
PRV-2, 2019-11-17 11:10
PRV-2, 2019-12-03 23:40
PRV-2, 2019-12-11 11:40
p458, 2019-09-25 11:00
p458, 2019-09-27 11:20
p458, 2019-09-27 20:05
p458, 2019-09-27 21:25
p458, 2019-09-28 13:30
p458, 2019-10-29 07:25
p458, 2019-11-01 02:30
p458, 2019-11-03 09:30
p458, 2019-11-05 11:20
p458, 2019-11-07 23:35
p458, 2019-11-08 13:25
p458, 2019-11-10 11:25
p458, 2019-11-10 13:25
p458, 2019-11-10 14:55
p458, 2019-11-10 15:15
p458, 2019-11-10 15:30
p458, 2019-11-15 09:50
p458, 2019-12-06 07:35
p458, 2019-12-11 11:55
p458, 2019-12-11 17:45
p458, 2019-12-11 18:25
p458, 2019-12-28 06:35
p463, 2019-09-19 11:25
p463, 2019-09-25 06:25
p463, 2019-09-27 09:45
p463, 2019-11-03 06:00
p463, 2019-11-05 06:00
p463, 2019-11-15 05:05
p463, 2019-11-17 13:00
p463, 2019-11-17 13:25
p463, 2019-11-17 13:55
p463, 2019-11-17 15:10
p463, 2019-11-17 15:30
p463, 2019-11-17 22:10
p463, 2019-11-20 06:40
p463, 2019-11-22 16:10
p463, 2019-11-24 09:10
p463, 2019-11-25 06:50
p463, 2019-11-28 07:00
p463, 2019-12-06 03:45
