#linkID, startTime
p16, 2019-01-08 00:10
p289, 2019-01-08 00:10
p289, 2019-03-24 02:35
p289, 2019-03-25 07:00
p289, 2019-03-30 12:35
p289, 2019-04-04 09:05
p289, 2019-04-13 10:40
p289, 2019-05-09 12:10
p289, 2019-05-10 12:50
p289, 2019-06-24 07:45
p289, 2019-07-05 13:15
p289, 2019-07-19 05:30
p10, 2019-07-16 04:20
p10, 2019-07-18 04:20
p10, 2019-09-01 03:10
p10, 2019-10-29 05:00
p10, 2019-10-30 23:55
p905, 2019-07-16 07:40
p905, 2019-07-17 00:20
p905, 2019-09-01 06:00
p905, 2019-11-01 02:15
p321, 2019-06-20 03:30
p321, 2019-06-23 04:40
p321, 2019-08-01 05:25
p321, 2019-08-04 05:15
p321, 2019-10-26 02:50
p325, 2019-07-16 04:40
p325, 2019-07-18 06:10
p325, 2019-09-01 05:55
p325, 2019-09-03 05:15
p325, 2019-09-07 04:30
p325, 2019-09-10 01:00
p325, 2019-09-22 06:05
p325, 2019-09-30 06:50
p325, 2019-10-29 07:45
p325, 2019-11-01 00:05
p333, 2019-07-16 04:55
p333, 2019-07-18 05:35
p333, 2019-09-01 04:50
p333, 2019-10-03 07:10
p333, 2019-10-05 23:50
p333, 2019-10-29 05:50
p333, 2019-10-31 04:45
p336, 2019-07-16 03:35
p336, 2019-07-18 03:15
p336, 2019-07-20 08:25
p336, 2019-09-01 04:10
p336, 2019-10-03 05:45
p336, 2019-10-05 21:30
p336, 2019-10-29 05:05
p336, 2019-10-31 01:05
p340, 2019-11-27 05:50
p340, 2019-11-27 08:00
p340, 2019-11-27 13:10
p340, 2019-11-27 23:45
p34, 2019-06-20 05:45
p34, 2019-06-23 06:55
p34, 2019-06-24 20:30
p34, 2019-06-26 06:55
p34, 2019-07-05 01:15
p34, 2019-07-08 00:05
p34, 2019-07-09 18:30
p34, 2019-07-13 23:10
p34, 2019-08-01 05:30
p34, 2019-08-04 05:20
p34, 2019-08-21 03:30
p34, 2019-08-25 11:00
p34, 2019-08-28 01:55
p34, 2019-09-01 00:45
p34, 2019-10-09 03:05
