#linkID, startTime
p16, 2019-01-11 00:10
p289, 2019-01-11 00:10
p289, 2019-03-20 05:25
p289, 2019-03-20 11:55
p289, 2019-03-20 14:00
p289, 2019-03-25 10:35
p289, 2019-04-01 10:05
p289, 2019-04-06 02:15
p289, 2019-04-06 08:15
p289, 2019-05-10 09:00
p289, 2019-05-10 12:55
p289, 2019-05-10 18:55
p289, 2019-05-10 19:05
p289, 2019-05-11 00:15
p289, 2019-06-17 10:05
p289, 2019-06-17 12:20
p289, 2019-06-18 09:40
p289, 2019-06-24 11:55
p289, 2019-06-25 22:05
p289, 2019-06-27 07:20
p289, 2019-07-08 07:50
p289, 2019-07-15 13:00
p289, 2019-07-16 10:50
p289, 2019-07-19 05:30
p289, 2019-07-22 07:00
p10, 2019-09-01 04:00
p10, 2019-09-04 04:05
p10, 2019-11-01 02:25
p905, 2019-09-04 23:10
p905, 2019-10-03 07:20
p905, 2019-11-03 01:20
p321, 2019-06-23 03:30
p321, 2019-07-23 07:00
p321, 2019-07-23 07:15
p321, 2019-07-24 21:45
p321, 2019-08-02 03:45
p321, 2019-08-07 08:05
p321, 2019-10-23 06:05
p325, 2019-09-06 02:35
p325, 2019-09-25 04:40
p325, 2019-10-01 06:05
p325, 2019-11-01 08:05
p325, 2019-11-01 23:10
p333, 2019-09-04 07:00
p333, 2019-11-01 03:40
p336, 2019-07-21 05:40
p336, 2019-09-02 04:45
p336, 2019-09-04 06:15
p336, 2019-11-01 02:35
p340, 2019-11-29 07:25
p340, 2019-11-29 09:25
p340, 2019-11-30 01:15
p34, 2019-06-23 06:25
p34, 2019-06-24 23:35
p34, 2019-06-26 07:40
p34, 2019-07-04 05:05
p34, 2019-07-08 01:20
p34, 2019-07-09 18:15
p34, 2019-07-23 09:55
p34, 2019-07-24 21:55
p34, 2019-08-02 03:55
p34, 2019-08-07 08:10
p34, 2019-08-14 08:50
p34, 2019-08-21 07:20
p34, 2019-08-28 09:55
p34, 2019-09-04 01:05
p34, 2019-10-16 01:25
p34, 2019-10-23 07:15
p34, 2019-10-25 10:20
p34, 2019-10-25 17:10
p34, 2019-10-26 01:10
p35, 2019-09-13 04:10
p35, 2019-11-23 03:00
p35, 2019-12-04 21:55
p35, 2019-12-04 22:35
p35, 2019-12-05 23:25
p35, 2019-12-08 02:15
p35, 2019-12-10 05:30
p35, 2019-12-19 06:05
p35, 2019-12-21 03:40
p35, 2019-12-21 23:35
p342, 2019-07-13 00:20
p342, 2019-07-14 00:55
p342, 2019-07-15 05:10
p342, 2019-07-24 21:30
p342, 2019-08-02 03:20
p342, 2019-08-07 07:20
p342, 2019-08-14 13:55
p342, 2019-08-24 03:40
p342, 2019-08-31 02:00
p342, 2019-09-01 03:30
p342, 2019-09-04 04:05
p36, 2019-09-14 04:50
p36, 2019-09-14 15:55
p36, 2019-09-14 16:20
p36, 2019-09-14 23:50
p36, 2019-11-21 04:35
p37, 2019-09-13 01:45
p37, 2019-11-21 03:05
p37, 2019-12-17 04:15
p348, 2019-09-06 03:35
p348, 2019-09-10 07:35
p348, 2019-09-29 05:05
p348, 2019-09-29 05:25
p348, 2019-10-01 05:20
p348, 2019-11-01 08:40
p348, 2019-11-02 00:15
p350, 2019-06-17 05:55
p350, 2019-06-18 14:35
p350, 2019-06-19 14:00
p353, 2019-08-31 01:35
p353, 2019-09-01 02:20
p353, 2019-09-04 04:45
p353, 2019-09-25 10:35
p353, 2019-09-28 05:00
p353, 2019-11-04 04:35
p353, 2019-11-06 23:45
p353, 2019-11-13 17:55
p356, 2019-09-14 02:35
p356, 2019-11-16 02:00
p356, 2019-11-19 07:15
p356, 2019-11-20 05:55
p356, 2019-11-21 01:40
p356, 2019-12-04 06:25
p356, 2019-12-10 01:15
p356, 2019-12-17 07:45
p356, 2019-12-19 04:25
p356, 2019-12-25 22:25
p356, 2019-12-28 04:55
p356, 2019-12-29 03:45
p345, 2019-07-23 05:20
p345, 2019-07-23 10:55
p345, 2019-07-23 11:50
p345, 2019-07-23 13:05
p345, 2019-07-23 13:25
p345, 2019-07-23 14:10
p345, 2019-07-23 14:50
p345, 2019-09-23 21:05
p349, 2019-09-06 03:00
p349, 2019-10-03 07:20
p349, 2019-11-03 00:50
p360, 2019-06-27 23:45
p360, 2019-07-06 02:35
p360, 2019-07-08 04:45
p360, 2019-07-12 21:40
p360, 2019-07-15 04:55
p360, 2019-07-24 06:45
