#linkID, startTime
p16, 2019-01-31 07:20
p16, 2019-02-13 08:15
p16, 2019-02-14 03:25
p16, 2019-02-14 07:20
p16, 2019-02-26 08:40
p16, 2019-03-11 08:40
p16, 2019-03-24 08:50
p16, 2019-04-05 09:00
p16, 2019-04-06 14:25
p16, 2019-04-19 02:05
p16, 2019-04-19 08:30
p16, 2019-05-01 09:00
p16, 2019-05-14 09:05
p16, 2019-05-28 09:15
p16, 2019-07-06 09:35
p16, 2019-07-19 01:50
p16, 2019-08-12 11:15
p16, 2019-08-20 10:50
p16, 2019-08-25 21:10
p16, 2019-09-02 11:10
p16, 2019-09-08 03:05
p16, 2019-09-20 09:50
p16, 2019-09-28 07:45
p16, 2019-09-30 01:55
p16, 2019-10-03 09:30
p16, 2019-10-11 12:45
p16, 2019-10-18 09:50
p16, 2019-10-19 13:15
p16, 2019-10-21 10:50
p16, 2019-10-26 20:30
p16, 2019-11-05 06:55
p16, 2019-11-11 08:20
p16, 2019-11-19 10:50
p16, 2019-11-24 09:15
p16, 2019-12-02 08:15
p16, 2019-12-07 09:55
p16, 2019-12-15 11:20
p16, 2019-12-17 11:40
p16, 2019-12-20 08:10
p16, 2019-12-21 10:35
p289, 2019-08-13 07:20
p289, 2019-08-27 02:20
p289, 2019-08-27 07:25
p289, 2019-09-09 07:05
p289, 2019-10-04 03:50
p289, 2019-10-17 10:25
p289, 2019-10-26 13:05
p289, 2019-11-02 05:05
p289, 2019-11-04 12:45
p289, 2019-11-04 12:55
p289, 2019-11-06 11:40
p289, 2019-11-06 22:15
p289, 2019-11-11 04:40
p289, 2019-11-18 02:55
p289, 2019-11-24 08:05
p289, 2019-12-01 07:00
p289, 2019-12-07 10:30
p289, 2019-12-10 10:20
p289, 2019-12-15 11:00
p289, 2019-12-22 08:35
p289, 2019-12-26 12:35
p350, 2019-10-29 07:30
p350, 2019-10-29 18:45
p350, 2019-10-29 19:00
p350, 2019-10-29 19:15
p350, 2019-10-29 19:50
p350, 2019-11-03 06:05
p350, 2019-11-05 05:50
p350, 2019-11-07 23:15
p350, 2019-11-15 05:35
p350, 2019-11-17 11:35
p350, 2019-11-20 06:15
p350, 2019-11-22 17:25
p350, 2019-11-28 08:05
p350, 2019-12-06 05:15
p350, 2019-12-08 11:30
p350, 2019-12-20 02:45
p345, 2019-09-20 02:10
p345, 2019-10-29 05:50
p345, 2019-10-29 10:10
p345, 2019-10-29 15:25
p345, 2019-10-29 18:55
p345, 2019-10-29 20:30
p345, 2019-10-29 20:45
p345, 2019-10-29 22:40
p345, 2019-11-01 02:35
p345, 2019-11-03 03:40
p345, 2019-11-10 21:30
p345, 2019-11-10 22:05
p345, 2019-11-13 02:40
p345, 2019-11-14 10:05
p345, 2019-11-15 03:50
p345, 2019-11-17 11:05
p345, 2019-11-17 20:35
p345, 2019-11-18 17:30
p345, 2019-11-18 18:40
p345, 2019-11-19 08:55
p345, 2019-11-20 03:45
p345, 2019-11-21 15:45
p345, 2019-11-21 23:00
p345, 2019-11-21 23:20
p345, 2019-11-21 23:40
p345, 2019-11-22 00:25
p345, 2019-11-22 10:40
p345, 2019-11-22 12:25
p345, 2019-11-22 12:55
p345, 2019-11-30 15:20
p345, 2019-11-30 17:15
p345, 2019-11-30 18:35
p345, 2019-11-30 18:45
p345, 2019-11-30 21:45
p345, 2019-12-02 17:50
p345, 2019-12-02 20:00
p345, 2019-12-03 11:10
p345, 2019-12-03 18:30
p345, 2019-12-03 19:35
p382, 2019-09-19 07:15
p382, 2019-09-29 09:30
p382, 2019-11-03 10:50
p382, 2019-11-24 05:50
p382, 2019-12-06 07:30
p382, 2019-12-20 03:10
p382, 2019-12-22 02:15
p382, 2019-12-28 06:20
p382, 2019-12-29 14:10
p3, 2019-11-20 08:50
p3, 2019-11-24 02:05
p3, 2019-12-06 07:10
p3, 2019-12-20 03:35
PRV-2, 2019-09-19 12:20
PRV-2, 2019-10-02 22:20
PRV-2, 2019-10-06 09:25
PRV-2, 2019-10-14 11:30
PRV-2, 2019-10-26 09:00
PRV-2, 2019-10-28 13:10
PRV-2, 2019-10-31 17:45
PRV-2, 2019-10-31 18:20
PRV-2, 2019-11-01 11:30
PRV-2, 2019-11-02 03:25
PRV-2, 2019-11-05 10:50
PRV-2, 2019-11-07 22:00
PRV-2, 2019-11-09 19:25
PRV-2, 2019-11-15 09:00
PRV-2, 2019-11-17 09:00
PRV-2, 2019-11-28 12:15
PRV-2, 2019-11-30 10:40
PRV-2, 2019-12-02 20:00
PRV-2, 2019-12-03 09:00
PRV-2, 2019-12-03 11:15
PRV-2, 2019-12-03 19:45
PRV-2, 2019-12-03 20:55
PRV-2, 2019-12-06 00:45
PRV-2, 2019-12-08 10:30
PRV-2, 2019-12-11 09:25
PRV-2, 2019-12-13 07:50
PRV-2, 2019-12-24 11:20
PRV-2, 2019-12-24 11:40
PRV-2, 2019-12-24 12:35
PRV-2, 2019-12-24 14:25
PRV-2, 2019-12-24 21:05
PRV-2, 2019-12-24 21:55
PRV-2, 2019-12-24 23:00
PRV-2, 2019-12-26 12:10
p458, 2019-09-19 16:15
p458, 2019-09-25 04:50
p458, 2019-09-27 06:35
p458, 2019-09-30 07:40
p458, 2019-10-03 01:30
p458, 2019-10-06 08:10
p458, 2019-10-10 04:30
p458, 2019-10-12 08:45
p458, 2019-10-14 10:20
p458, 2019-10-17 09:05
p458, 2019-10-19 08:30
p458, 2019-10-24 09:05
p458, 2019-10-26 08:05
p458, 2019-10-29 01:40
p458, 2019-10-31 21:00
p458, 2019-11-03 03:25
p458, 2019-11-05 06:20
p458, 2019-11-07 19:00
p458, 2019-11-09 21:40
p458, 2019-11-13 02:25
p458, 2019-11-15 03:50
p458, 2019-11-17 07:55
p458, 2019-11-28 08:45
p458, 2019-11-30 10:15
p458, 2019-12-04 01:20
p458, 2019-12-06 01:05
p458, 2019-12-08 08:45
p458, 2019-12-11 07:40
p458, 2019-12-13 06:45
p458, 2019-12-19 23:40
p458, 2019-12-27 23:50
p463, 2019-08-31 07:20
p463, 2019-09-07 06:45
p463, 2019-09-13 06:30
p463, 2019-09-19 06:20
p463, 2019-09-30 05:50
p463, 2019-10-12 06:15
p463, 2019-10-17 10:20
p463, 2019-10-29 04:35
p463, 2019-11-01 00:50
p463, 2019-11-03 02:35
p463, 2019-11-07 16:30
p463, 2019-11-10 01:20
p463, 2019-11-13 05:05
p463, 2019-11-15 00:20
p463, 2019-11-15 00:30
p463, 2019-11-30 06:45
p463, 2019-12-04 03:15
p463, 2019-12-05 19:30
p463, 2019-12-05 19:55
p463, 2019-12-05 20:30
p463, 2019-12-05 21:25
p463, 2019-12-05 22:55
p463, 2019-12-10 15:30
p463, 2019-12-13 05:00
p463, 2019-12-18 08:05
p463, 2019-12-28 02:20
p81, 2019-12-28 01:20
p81, 2019-12-28 07:20
p81, 2019-12-28 08:15
p112, 2019-02-03 17:05
p529, 2019-09-25 10:40
p529, 2019-11-15 08:45
p529, 2019-11-28 10:40
p529, 2019-12-06 05:55
p529, 2019-12-20 02:55
p673, 2019-09-08 05:45
p673, 2019-09-08 14:30
p673, 2019-09-09 01:25
p673, 2019-09-13 07:20
p673, 2019-09-14 00:10
p673, 2019-09-14 00:20
p673, 2019-09-19 07:20
p673, 2019-09-30 05:15
p673, 2019-10-29 06:30
p673, 2019-11-03 04:30
p673, 2019-11-07 22:10
p673, 2019-11-15 03:40
p673, 2019-11-17 05:50
p673, 2019-12-01 01:45
p673, 2019-12-06 01:20
p673, 2019-12-11 05:10
p673, 2019-12-13 06:55
p673, 2019-12-18 07:30
p673, 2019-12-28 03:35
p151, 2019-11-05 06:25
p151, 2019-11-20 05:55
p151, 2019-11-26 12:05
p151, 2019-11-26 13:30
p151, 2019-11-26 16:00
p151, 2019-11-26 16:20
p151, 2019-11-26 20:25
p151, 2019-11-28 07:05
p151, 2019-12-06 04:25
p151, 2019-12-08 05:35
p151, 2019-12-20 02:15
p151, 2019-12-20 21:00
p151, 2019-12-20 21:30
p57, 2019-09-15 04:10
p57, 2019-09-21 02:55
p57, 2019-09-25 06:40
p57, 2019-10-29 05:50
p57, 2019-11-03 04:00
p57, 2019-11-07 20:25
p57, 2019-11-15 03:10
p57, 2019-11-17 02:30
p57, 2019-11-30 05:15
p57, 2019-11-30 08:05
p57, 2019-12-06 01:25
p57, 2019-12-11 05:00
p57, 2019-12-13 07:20
p57, 2019-12-17 12:25
p57, 2019-12-18 07:05
p57, 2019-12-19 15:55
p57, 2019-12-19 19:20
p57, 2019-12-28 04:25
p724, 2019-09-10 11:10
p724, 2019-09-12 05:35
p724, 2019-09-16 10:35
p701, 2019-09-22 03:45
p701, 2019-09-27 07:55
p701, 2019-09-27 08:40
p701, 2019-09-27 21:50
p701, 2019-09-27 22:15
p701, 2019-09-28 03:15
p701, 2019-12-16 13:00
p701, 2019-12-16 14:20
p701, 2019-12-16 21:30
p701, 2019-12-16 21:40
p701, 2019-12-18 15:50
p701, 2019-12-19 12:45
p701, 2019-12-19 13:15
p701, 2019-12-19 14:05
p701, 2019-12-19 15:50
p701, 2019-12-19 18:05
p701, 2019-12-19 20:30
p701, 2019-12-20 09:55
p701, 2019-12-21 03:35
p159, 2019-10-05 15:10
p159, 2019-10-06 07:25
p159, 2019-10-10 03:45
p159, 2019-10-14 10:20
p159, 2019-10-17 11:35
