#linkID, startTime
p16, 2019-09-28 10:40
p16, 2019-10-03 23:10
p16, 2019-10-22 11:35
p16, 2019-10-29 06:45
p16, 2019-10-30 05:20
p16, 2019-11-01 15:05
p16, 2019-11-04 11:45
p16, 2019-11-12 08:50
p16, 2019-11-18 09:35
p16, 2019-11-30 10:05
p16, 2019-12-14 10:15
p16, 2019-12-21 12:30
p16, 2019-12-23 02:40
p16, 2019-12-23 10:45
p16, 2019-12-26 04:10
p16, 2019-12-30 13:00
p289, 2019-10-30 11:35
p289, 2019-11-01 10:25
p289, 2019-11-06 10:50
p289, 2019-11-12 11:20
p289, 2019-11-13 03:35
p289, 2019-11-17 07:25
p289, 2019-11-25 11:00
p289, 2019-11-30 07:55
p289, 2019-12-07 09:00
p289, 2019-12-08 08:00
p350, 2019-11-21 09:50
p350, 2019-11-23 09:10
p350, 2019-11-28 15:00
p345, 2019-09-26 00:20
p345, 2019-11-04 06:55
p345, 2019-11-04 20:50
p345, 2019-11-04 22:35
p345, 2019-11-19 02:45
p345, 2019-11-20 10:05
p345, 2019-11-21 02:15
p382, 2019-09-23 04:55
p382, 2019-09-24 01:05
PRV-2, 2019-09-25 07:45
PRV-2, 2019-10-06 09:30
PRV-2, 2019-10-07 20:15
PRV-2, 2019-10-07 21:35
PRV-2, 2019-10-08 04:10
PRV-2, 2019-10-30 21:15
PRV-2, 2019-10-31 11:05
PRV-2, 2019-11-01 13:30
PRV-2, 2019-11-04 10:15
PRV-2, 2019-11-04 10:25
PRV-2, 2019-11-11 10:40
PRV-2, 2019-11-13 22:05
PRV-2, 2019-12-06 09:00
PRV-2, 2019-12-10 01:45
PRV-2, 2019-12-10 19:35
PRV-2, 2019-12-10 19:55
PRV-2, 2019-12-11 23:30
p458, 2019-09-25 11:45
p458, 2019-10-03 07:20
p458, 2019-10-07 12:15
p458, 2019-10-09 19:05
p458, 2019-10-12 08:30
p458, 2019-11-01 09:00
p458, 2019-11-02 08:05
p458, 2019-11-04 05:10
p458, 2019-11-06 23:25
p458, 2019-11-13 20:55
p458, 2019-11-19 08:25
p458, 2019-11-21 09:00
p458, 2019-11-23 11:15
p458, 2019-11-28 17:15
p458, 2019-12-06 06:35
p458, 2019-12-10 06:45
p458, 2019-12-11 18:15
p458, 2019-12-28 10:30
p463, 2019-09-19 06:55
p463, 2019-09-20 01:30
p463, 2019-09-20 13:00
p463, 2019-09-20 13:10
p463, 2019-09-21 02:15
p463, 2019-09-22 07:35
p463, 2019-11-04 04:20
p463, 2019-11-06 23:10
p463, 2019-11-11 09:05
p463, 2019-11-11 10:00
p463, 2019-11-13 21:25
p463, 2019-11-19 02:10
p463, 2019-12-10 01:20
p463, 2019-12-17 08:05
p463, 2019-12-19 04:20
p463, 2019-12-21 08:20
p463, 2019-12-24 12:05
p463, 2019-12-25 19:25
p112, 2019-02-05 18:55
p673, 2019-09-24 07:25
p673, 2019-09-25 03:30
p673, 2019-11-19 06:30
p673, 2019-11-21 01:25
p673, 2019-12-04 09:25
p673, 2019-12-10 05:10
p673, 2019-12-15 14:15
p673, 2019-12-19 05:45
p673, 2019-12-21 23:50
p673, 2019-12-25 23:00
p673, 2019-12-28 05:30
p151, 2019-11-24 02:45
p151, 2019-11-26 04:35
p57, 2019-11-16 02:10
p57, 2019-11-19 05:00
p57, 2019-12-04 04:25
p57, 2019-12-04 07:25
p57, 2019-12-08 05:15
p57, 2019-12-08 10:20
p57, 2019-12-10 04:55
p57, 2019-12-15 04:00
p57, 2019-12-15 09:50
p57, 2019-12-19 05:45
p57, 2019-12-21 23:55
p57, 2019-12-26 00:45
p701, 2019-09-26 00:55
p701, 2019-12-21 19:25
p159, 2019-10-12 09:50
p159, 2019-11-02 16:40
p159, 2019-11-04 06:20
p159, 2019-11-07 02:50
p159, 2019-11-08 17:45
p159, 2019-11-08 20:00
p159, 2019-11-15 19:15
