#linkID, startTime
p345, 2019-12-28 09:55
PRV-2, 2019-10-01 08:35
p463, 2019-11-25 09:35
p463, 2019-11-25 19:35
p463, 2019-11-25 19:45
p463, 2019-11-25 20:35
p463, 2019-11-25 20:45
p463, 2019-11-25 21:45
p463, 2019-11-25 22:15
p463, 2019-11-25 23:20
p463, 2019-11-26 00:25
p463, 2019-11-26 00:40
p463, 2019-11-26 00:50
p169, 2019-09-29 17:30
p172, 2019-09-29 17:10
p784, 2019-09-25 04:25
p834, 2019-09-27 01:55
p216, 2019-09-19 03:40
p489, 2019-09-29 04:20
p489, 2019-10-02 08:05
p712, 2019-11-25 06:35
p712, 2019-11-27 06:45
p712, 2019-11-30 09:50
p759, 2019-12-27 03:50
p817, 2019-09-21 06:30
p860, 2019-09-27 05:30
