#linkID, startTime
p16, 2019-02-14 10:05
p16, 2019-02-15 08:20
p16, 2019-02-16 11:40
p16, 2019-02-17 03:05
p16, 2019-03-12 10:15
p16, 2019-04-07 09:15
p16, 2019-04-20 08:40
p16, 2019-05-03 11:05
p16, 2019-05-04 09:05
p16, 2019-05-16 09:40
p16, 2019-08-14 03:45
p16, 2019-08-25 10:40
p16, 2019-09-04 07:05
p16, 2019-09-04 16:25
p16, 2019-09-07 09:35
p16, 2019-09-13 06:40
p16, 2019-09-14 02:15
p16, 2019-09-14 17:40
p16, 2019-09-20 02:20
p16, 2019-10-12 11:50
p16, 2019-10-13 08:45
p16, 2019-10-14 07:40
p16, 2019-10-16 10:05
p16, 2019-11-20 14:00
p16, 2019-12-03 14:00
p16, 2019-12-05 07:40
p289, 2019-08-16 07:40
p289, 2019-09-23 11:10
p289, 2019-10-06 09:35
p289, 2019-10-08 03:05
p289, 2019-10-08 07:00
p289, 2019-10-08 10:00
p289, 2019-10-18 06:55
p289, 2019-11-08 07:50
p289, 2019-11-08 08:40
p289, 2019-11-08 09:10
p289, 2019-11-08 09:20
p289, 2019-12-18 08:00
p289, 2019-12-18 11:15
p289, 2019-12-21 11:25
p289, 2019-12-21 13:05
p289, 2019-12-23 08:30
p342, 2019-11-23 08:20
p350, 2019-09-22 09:45
p350, 2019-09-24 06:20
p350, 2019-09-28 05:35
p350, 2019-09-30 10:20
p350, 2019-11-01 03:40
p350, 2019-11-06 03:00
p350, 2019-11-12 23:20
p350, 2019-12-03 06:15
p350, 2019-12-06 23:10
p350, 2019-12-19 05:45
p350, 2019-12-21 06:30
p350, 2019-12-23 00:50
p345, 2019-09-22 18:40
p345, 2019-10-05 12:05
p345, 2019-10-05 13:30
p345, 2019-10-05 13:40
p345, 2019-10-05 16:15
p345, 2019-10-05 16:25
p345, 2019-10-05 16:40
p345, 2019-10-05 18:15
p345, 2019-10-15 03:35
p345, 2019-10-15 09:45
p345, 2019-10-15 10:05
p345, 2019-10-18 10:30
p345, 2019-10-27 06:40
p40, 2019-11-23 06:15
p40, 2019-11-25 16:10
p40, 2019-11-28 09:00
p40, 2019-11-28 10:20
p384, 2019-11-23 08:10
p402, 2019-12-21 07:45
p402, 2019-12-23 02:35
p408, 2019-11-18 06:10
p408, 2019-11-20 05:35
p408, 2019-11-22 09:10
p408, 2019-12-01 09:50
p408, 2019-12-11 06:25
p408, 2019-12-21 08:05
p408, 2019-12-23 03:15
p410, 2019-11-23 06:00
p410, 2019-11-25 15:55
p410, 2019-11-27 07:15
p410, 2019-11-28 01:45
p410, 2019-11-29 02:00
p401, 2019-09-22 16:40
p401, 2019-12-19 06:40
p401, 2019-12-25 05:20
p401, 2019-12-29 05:55
p401, 2019-12-31 03:35
p403, 2019-11-23 09:25
p49, 2019-09-28 08:30
p49, 2019-11-06 07:35
p49, 2019-11-06 09:45
p49, 2019-11-07 05:40
p49, 2019-11-08 04:50
p49, 2019-11-18 02:55
p49, 2019-12-03 08:10
p49, 2019-12-07 00:25
p49, 2019-12-19 02:40
p49, 2019-12-25 05:40
p49, 2019-12-29 07:45
p49, 2019-12-31 04:10
p382, 2019-09-10 03:55
p382, 2019-10-04 10:05
p382, 2019-10-13 02:50
p382, 2019-10-15 03:55
p382, 2019-10-27 09:00
p382, 2019-10-29 03:00
p409, 2019-11-08 05:25
p409, 2019-11-18 03:35
p409, 2019-12-01 06:50
p409, 2019-12-07 02:55
p409, 2019-12-09 00:45
p409, 2019-12-19 06:10
p409, 2019-12-21 05:55
p409, 2019-12-23 00:40
p3, 2019-09-16 09:00
p3, 2019-09-16 10:40
p3, 2019-09-16 13:20
p3, 2019-09-16 13:45
p3, 2019-09-16 18:50
p3, 2019-09-16 21:50
p3, 2019-09-16 22:55
p3, 2019-09-19 06:45
p3, 2019-09-20 20:05
p3, 2019-09-22 11:10
p3, 2019-09-24 07:05
p3, 2019-09-28 06:05
p3, 2019-11-04 03:05
p3, 2019-11-06 04:30
p3, 2019-11-10 21:45
p3, 2019-11-16 03:00
p3, 2019-12-16 05:50
p3, 2019-12-19 00:50
p3, 2019-12-29 06:05
p3, 2019-12-31 03:00
p457, 2019-11-23 06:45
p457, 2019-11-25 16:55
p457, 2019-11-29 06:05
p468, 2019-09-22 16:35
PRV-2, 2019-09-20 00:45
PRV-2, 2019-09-20 12:10
PRV-2, 2019-11-25 16:20
PRV-2, 2019-11-27 09:55
PRV-2, 2019-12-16 09:15
PRV-2, 2019-12-25 09:00
PRV-2, 2019-12-28 21:35
p458, 2019-08-01 11:05
p458, 2019-08-01 20:35
p458, 2019-09-22 06:50
p458, 2019-12-18 19:30
p458, 2019-12-18 19:45
p458, 2019-12-18 20:55
p458, 2019-12-18 21:05
p458, 2019-12-18 21:45
p458, 2019-12-18 23:30
p463, 2019-01-22 20:40
p463, 2019-08-13 05:35
p463, 2019-09-01 07:10
p463, 2019-09-05 06:25
p463, 2019-09-07 11:20
p463, 2019-09-10 01:45
p463, 2019-10-07 08:10
p463, 2019-10-09 05:30
p463, 2019-10-13 00:30
p463, 2019-10-20 04:05
p463, 2019-10-27 08:00
p463, 2019-10-29 02:45
p465, 2019-09-23 03:10
p465, 2019-12-29 00:30
p465, 2019-12-29 04:55
p465, 2019-12-30 08:15
p465, 2019-12-30 09:10
p81, 2019-09-22 22:15
p81, 2019-12-07 02:20
p81, 2019-12-07 04:35
p81, 2019-12-07 05:30
p81, 2019-12-07 06:25
p81, 2019-12-11 05:05
p81, 2019-12-11 05:35
p81, 2019-12-11 05:50
p81, 2019-12-12 10:55
p81, 2019-12-19 08:45
p81, 2019-12-19 08:55
p81, 2019-12-19 09:05
p81, 2019-12-20 09:10
p81, 2019-12-20 09:20
p81, 2019-12-20 09:45
p81, 2019-12-20 10:40
p81, 2019-12-20 11:25
p81, 2019-12-20 12:05
p81, 2019-12-20 12:20
p112, 2019-01-31 17:20
p529, 2019-09-22 08:20
p529, 2019-09-30 06:20
p529, 2019-11-08 05:05
p529, 2019-11-18 03:00
p529, 2019-12-01 06:35
p529, 2019-12-07 02:15
p529, 2019-12-09 00:00
p529, 2019-12-19 06:30
p529, 2019-12-21 07:00
p529, 2019-12-23 00:45
p532, 2019-11-24 05:35
p118, 2019-01-22 22:00
p118, 2019-01-25 03:50
p118, 2019-01-27 05:45
p118, 2019-01-28 04:45
p118, 2019-01-28 19:20
p118, 2019-01-29 04:10
p118, 2019-01-29 21:05
p118, 2019-01-29 21:15
p118, 2019-01-30 03:30
p118, 2019-01-31 03:05
p118, 2019-01-31 14:50
p560, 2019-06-20 00:45
p560, 2019-06-20 04:50
p560, 2019-06-21 20:00
p560, 2019-07-06 20:25
p560, 2019-07-07 23:15
p560, 2019-07-09 10:50
p560, 2019-07-09 19:25
p560, 2019-07-11 10:10
p560, 2019-07-11 10:35
p560, 2019-07-12 09:50
p560, 2019-07-12 10:00
p560, 2019-07-12 15:30
p560, 2019-07-12 15:55
p560, 2019-07-12 21:40
p560, 2019-07-12 22:05
p560, 2019-07-12 23:05
p560, 2019-07-13 23:05
p145, 2019-11-23 07:35
p673, 2019-09-10 03:25
p673, 2019-10-05 16:55
p673, 2019-10-17 11:35
p673, 2019-10-17 12:45
p673, 2019-10-29 05:50
p673, 2019-11-01 00:50
p151, 2019-09-28 08:15
p151, 2019-11-06 04:45
p151, 2019-11-10 23:55
p151, 2019-11-16 06:35
p151, 2019-11-16 06:55
p151, 2019-11-16 07:05
p151, 2019-11-17 07:00
p151, 2019-11-17 08:20
p151, 2019-11-17 08:35
p151, 2019-11-17 10:15
p151, 2019-11-17 13:25
p151, 2019-11-17 13:55
p151, 2019-11-17 14:05
p151, 2019-11-17 14:20
p151, 2019-11-17 14:35
p151, 2019-11-18 01:35
p151, 2019-12-27 05:40
p151, 2019-12-31 01:50
p57, 2019-09-02 02:55
p57, 2019-09-10 04:20
p57, 2019-09-16 02:10
p57, 2019-10-03 05:35
p57, 2019-10-17 06:35
p57, 2019-10-29 05:15
p57, 2019-10-31 23:50
p681, 2019-11-18 06:15
p681, 2019-11-20 06:00
p681, 2019-11-23 04:15
p681, 2019-12-01 11:35
p681, 2019-12-11 07:15
p681, 2019-12-21 09:45
p681, 2019-12-23 03:20
p683, 2019-11-23 06:45
p683, 2019-11-26 03:40
p683, 2019-11-26 04:10
p683, 2019-11-29 06:35
p724, 2019-09-10 21:00
p724, 2019-09-24 07:10
p724, 2019-09-28 10:30
p701, 2019-09-21 15:15
p701, 2019-12-03 11:10
p701, 2019-12-03 14:00
p701, 2019-12-03 14:35
p701, 2019-12-03 17:10
p695, 2019-09-11 06:20
p695, 2019-09-12 04:00
p695, 2019-09-13 03:30
p695, 2019-09-16 02:10
p695, 2019-12-23 06:30
p695, 2019-12-23 06:45
p695, 2019-12-23 07:05
p695, 2019-12-23 07:50
p695, 2019-12-23 08:15
p695, 2019-12-31 06:10
p159, 2019-10-07 17:40
p159, 2019-11-29 08:25
p159, 2019-12-01 10:20
p159, 2019-12-03 09:35
p159, 2019-12-07 03:20
p725, 2019-01-31 15:10
p72, 2019-11-08 06:35
p72, 2019-11-18 05:50
p72, 2019-11-18 20:20
p72, 2019-11-18 23:55
p72, 2019-11-23 04:05
p72, 2019-12-01 08:25
p72, 2019-12-11 06:45
p72, 2019-12-21 11:50
p72, 2019-12-23 03:55
p162, 2019-02-06 20:00
p737, 2019-11-18 09:45
p737, 2019-11-23 09:15
p737, 2019-11-29 09:55
p67, 2019-02-04 04:55
p67, 2019-02-04 20:10
p169, 2019-02-07 01:40
p169, 2019-09-10 00:35
p172, 2019-09-20 01:10
p784, 2019-09-09 01:10
p784, 2019-11-25 18:45
p784, 2019-11-25 19:35
p784, 2019-11-25 20:20
p784, 2019-11-25 22:30
p784, 2019-11-25 22:45
p784, 2019-11-25 22:55
p784, 2019-11-27 06:30
p784, 2019-11-27 06:45
p796, 2019-09-19 16:10
p796, 2019-11-28 04:10
p178, 2019-09-11 05:55
p178, 2019-09-12 02:40
p178, 2019-09-12 14:10
p178, 2019-09-12 14:20
p178, 2019-09-12 22:00
p178, 2019-12-19 08:20
p178, 2019-12-19 08:35
p178, 2019-12-21 02:55
p178, 2019-12-21 03:10
p178, 2019-12-22 21:05
p178, 2019-12-25 03:50
p178, 2019-12-27 05:15
p64, 2019-09-08 23:55
p64, 2019-11-17 05:40
p834, 2019-02-05 21:05
p834, 2019-09-12 03:35
p834, 2019-09-12 14:50
p834, 2019-09-12 15:10
p70, 2019-09-13 04:20
