#linkID, startTime
p253, 2019-07-03 23:00
p253, 2019-07-31 08:10
p253, 2019-08-07 07:50
p253, 2019-08-15 21:30
p253, 2019-08-22 12:05
p253, 2019-08-28 17:05
p253, 2019-08-29 04:20
p253, 2019-08-29 12:00
p253, 2019-09-04 21:30
p253, 2019-09-13 08:20
p253, 2019-09-18 22:30
p253, 2019-09-24 11:50
p253, 2019-09-27 21:35
p253, 2019-10-03 20:50
p253, 2019-10-16 13:20
p253, 2019-10-23 17:30
p253, 2019-10-28 21:45
p253, 2019-11-06 22:10
p253, 2019-11-14 13:10
p253, 2019-11-27 22:20
p253, 2019-12-10 19:15
p5, 2019-07-31 11:25
p5, 2019-08-07 11:45
p5, 2019-08-22 11:40
p5, 2019-08-29 11:55
p5, 2019-09-04 21:40
p5, 2019-09-13 07:50
p5, 2019-09-24 08:25
p5, 2019-10-03 20:45
p5, 2019-10-16 13:05
p5, 2019-10-23 13:20
p5, 2019-10-28 21:45
p5, 2019-11-06 22:10
p5, 2019-11-14 12:25
p5, 2019-12-10 13:15
p259, 2019-07-31 08:00
p259, 2019-08-07 07:55
p259, 2019-08-15 21:15
p259, 2019-08-22 11:40
p259, 2019-08-28 14:10
p259, 2019-08-29 04:00
p259, 2019-08-29 11:50
p259, 2019-09-04 20:30
p259, 2019-09-13 07:20
p259, 2019-09-18 23:00
p259, 2019-09-24 08:20
p259, 2019-10-03 19:20
p259, 2019-10-16 12:45
p259, 2019-10-23 13:05
p259, 2019-10-28 21:30
p259, 2019-11-06 21:55
p259, 2019-11-14 12:25
p259, 2019-11-27 21:35
p259, 2019-12-10 12:50
p261, 2019-07-03 22:10
p261, 2019-07-15 20:10
p261, 2019-07-31 06:40
p261, 2019-08-03 22:25
p261, 2019-08-07 06:35
p261, 2019-08-15 19:45
p261, 2019-08-21 08:35
p261, 2019-08-22 03:55
p261, 2019-08-28 07:10
p261, 2019-09-04 17:50
p261, 2019-09-10 22:55
p261, 2019-09-13 06:35
p261, 2019-09-18 21:05
p261, 2019-09-24 07:55
p261, 2019-09-27 19:45
p261, 2019-09-29 23:45
p261, 2019-10-03 19:00
p261, 2019-10-16 06:50
p261, 2019-10-23 06:00
p261, 2019-10-26 20:15
p261, 2019-10-28 21:20
p261, 2019-11-06 21:20
p261, 2019-11-07 13:40
p261, 2019-11-14 08:20
p261, 2019-11-14 11:35
p261, 2019-11-27 21:10
p261, 2019-12-10 12:45
p261, 2019-12-16 23:20
p241, 2019-07-31 08:45
p241, 2019-07-31 11:00
p241, 2019-08-07 08:10
p241, 2019-08-22 13:05
p241, 2019-08-25 00:50
p241, 2019-08-29 14:10
p241, 2019-09-13 08:45
p241, 2019-09-24 12:35
p241, 2019-10-16 21:10
p241, 2019-11-06 23:05
p241, 2019-11-14 21:45
p264, 2019-07-31 13:10
p264, 2019-08-07 13:05
p264, 2019-08-22 12:50
p264, 2019-08-22 19:10
p264, 2019-08-29 21:25
p264, 2019-09-13 08:55
p264, 2019-11-06 23:20
p7, 2019-07-31 13:40
p7, 2019-08-07 12:00
p7, 2019-08-22 21:35
p7, 2019-08-25 00:50
p7, 2019-09-13 12:30
p7, 2019-09-24 21:00
p7, 2019-10-25 02:30
p7, 2019-11-06 23:20
p7, 2019-11-29 22:25
p7, 2019-12-12 02:25
p267, 2019-07-31 12:45
p267, 2019-08-07 12:25
p267, 2019-08-22 13:25
p267, 2019-08-22 19:20
p267, 2019-09-13 09:20
p267, 2019-09-13 11:05
p267, 2019-09-24 12:25
p267, 2019-11-06 23:35
p11, 2019-07-31 07:30
p11, 2019-08-07 08:45
p11, 2019-09-04 21:55
p11, 2019-09-04 22:40
p11, 2019-09-04 22:50
p11, 2019-09-04 23:35
p11, 2019-09-04 23:45
p11, 2019-09-13 06:55
p11, 2019-10-16 11:20
p11, 2019-10-23 05:55
p11, 2019-10-23 11:45
p11, 2019-10-23 18:10
p11, 2019-10-23 18:25
p11, 2019-10-23 20:40
p11, 2019-10-23 21:05
p11, 2019-10-23 21:15
p11, 2019-10-28 21:55
p11, 2019-11-06 21:45
p11, 2019-11-14 12:05
p258, 2019-07-03 23:00
p258, 2019-07-31 07:40
p258, 2019-08-07 07:30
p258, 2019-08-15 21:30
p258, 2019-08-22 05:05
p258, 2019-08-22 11:15
p258, 2019-08-28 13:25
p258, 2019-08-29 03:05
p258, 2019-08-29 11:30
p258, 2019-09-04 21:00
p258, 2019-09-13 07:30
p258, 2019-09-18 22:45
p258, 2019-09-24 09:10
p258, 2019-09-27 21:40
p258, 2019-09-30 00:30
p258, 2019-10-03 20:55
p258, 2019-10-16 13:05
p258, 2019-10-23 14:40
p258, 2019-10-23 16:35
p258, 2019-10-28 21:50
p258, 2019-11-06 22:00
